name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
Gul Makai,"31 Jan, 2020",['Hindi'],2 hrs 12 mins, Drama Biography War,H.E. Amjad Khan,"['Reem Sameer Shaikh', 'Divya Dutta', 'Atul Kulkarni']",1.5,2.3,"True, the subject of this biographical piece is fascinating but, H.E Amjad Khan’s take on the sudden upspring of insurgency and the Yousafzai scion’s subsequent victory does not translate onto the big screen. ","https://static.toiimg.com/thumb/msid-61980650,width-219,height-317,imgsize-101646/61980650.jpg"
Panga,"24 Jan, 2020",['Hindi'],2 hrs 11 mins, Drama Romance,Ashwini Iyer Tiwari,"['Kangana Ranaut', 'Jassi Gill', 'Neena Gupta']",4,3.9,'Panga' is a film that honours the endless hours of work that mothers put behind their families and at the same time urges them to never give up on their dreams. ,"https://static.toiimg.com/thumb/msid-65485254,width-219,height-317,imgsize-151390/65485254.jpg"
Street Dancer 3D,"24 Jan, 2020","['Hindi', 'Telugu', 'Tamil']",2 hrs 35 mins,Drama,Remo Dsouza,"['Varun Dhawan', 'Shraddha Kapoor', 'Nora Fatehi']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-67419693,width-219,height-317,imgsize-163764/67419693.jpg"
Jai Mummy Di,"17 Jan, 2020",['Hindi'],2 hrs 2 mins, Comedy Romance Drama,Navjot Gulati,"['Sunny Singh', 'Sonnalli Seygall', 'Poonam Dhillon']",2,2.5,The story derails way before the interval and never gets back on track and there are way too many songs and dance numbers. ,"https://static.toiimg.com/thumb/msid-70127397,width-219,height-317,imgsize-95761/70127397.jpg"
Bunker,"17 Jan, 2020",['Hindi'],1 hr 38 mins, Drama War,Jugal Raja,"['Abhijeet Singh', 'Arindita Kalita', 'Devavrata Ronsa']",2,2.6,"This war drama is one of those stories that has its heart in the right place, but fails to keep the promises that it makes.","https://static.toiimg.com/thumb/msid-73266059,width-219,height-317,imgsize-64426/73266059.jpg"
Tanhaji: The Unsung Warrior,"10 Jan, 2020","['Hindi', 'Marathi']",2 hrs 15 mins, Drama Action Biography,Om Raut,"['Ajay Devgn, Producer', 'Saif Ali Khan', 'Kajol']",4,4.3,"'Tanhaji: The Unsung Warrior' scores on various counts - superior performances, powerful action, visual impact, and most of all, it unfolds a story from the pages of history that deserved to be told, with just this kind of intensity, passion and vigour. 
","https://static.toiimg.com/thumb/msid-61980446,width-219,height-317,imgsize-36865/61980446.jpg"
Darbar,"09 Jan, 2020","['Tamil', 'Hindi', 'Telugu', 'Malayalam']",2 hrs 40 mins, Action Thriller,A. R. Murugadoss,"['Rajinikanth', 'Nayanthara', 'Prateik Babbar']",3,3.2,"Looking at the flow of the script and the larger-than-life persona of Rajinikanth’s Arunachalam, it is safe to say that Murugadoss’s ‘Darbar’ is an ode to the veteran’s mammoth fan-base. ","https://static.toiimg.com/thumb/msid-73165150,width-219,height-317,imgsize-62022/73165150.jpg"
Chhapaak,"10 Jan, 2020",['Hindi'],2 hrs 18 mins, Biography Drama,"Meghna Gulzar, Producer","['Deepika Padukone, Producer', 'Vikrant Massey', 'Madhurjeet Sarghi']",3.5,3.4,"‘Chhaapak’ is a sensitive film with a delicate, yet powerful, handling of a heinous crime against women, and an important story that needs to be heard. ","https://static.toiimg.com/thumb/msid-67156981,width-219,height-317,imgsize-37436/67156981.jpg"
Sab Kushal Mangal,"03 Jan, 2020",['Hindi'],2 hrs 14 mins,Romance,Karan Kashyap,"['Akshaye Khanna', 'Priyaank', 'Riva Kishan']",2,2.5,"The film’s narrative makes half-hearted attempts at underlining social ills like forced marriages and dowry, but never really takes a solid stand.","https://static.toiimg.com/thumb/msid-67752218,width-219,height-317,imgsize-58335/67752218.jpg"
Shimla Mirchi,"03 Jan, 2020",['Hindi'],2 hrs 15 mins,Comedy,Ramesh Sippy,"['Hema Malini', 'Rajkummar Rao', 'Rakul Preet Singh']",2,2.5,,"https://static.toiimg.com/thumb/msid-61969833,width-219,height-317,imgsize-31159/61969833.jpg"
Bhangra Paa Le,"03 Jan, 2020",['Hindi'],2 hrs 56 mins, Drama Comedy Music,Sneha Taurani,"['Sunny Kaushal', 'Rukshar Dhillon', 'Shriya Pilgaonkar']",2.5,2.8,"Apart from the decent performances of its lead actors and a high-spirited soundtrack, ‘Bhangra Paa Le’ has nothing new to offer.","https://static.toiimg.com/thumb/msid-67724220,width-219,height-317,imgsize-31909/67724220.jpg"
Good Newwz,"27 Dec, 2019",['Hindi'],2 hrs 14 mins, Comedy Drama,Raj Mehta,"['Akshay Kumar', 'Kareena Kapoor', 'Diljit Dosanjh']",4,3.9,"Through much of its runtime, director Raj Mehta ensures that 'Good Newwz' stays true to its genre with several light-hearted and funny moments. And the performances are top-notch, too. ","https://static.toiimg.com/thumb/msid-65239687,width-219,height-317,imgsize-35691/65239687.jpg"
Dabangg 3,"20 Dec, 2019","['Hindi', 'Telugu', 'Kannada', 'Tamil']",2 hrs 23 mins, Action Comedy,Prabhudeva,"['Salman Khan, Producer', 'Sonakshi Sinha', 'Arbaaz Khan, Producer']",3,3,"The film has all the ingredients required for a massy masala entertainer — good action, music, drama and, of course, Salman packing all of this in one story. ","https://static.toiimg.com/thumb/msid-61979107,width-219,height-317,imgsize-93811/61979107.jpg"
Unfriends,"13 Dec, 2019",['Hindi'],2 hrs 10 mins,Thriller,Ashfaque Shaikh,"['Rajat Rawail', 'Himayat Ali', 'Mousumi Biswas, Producer']",1,1.7,"Besides picking a subject that is socially relevant, no other aspect of this drama seems to be working in favour of the makers. ","https://static.toiimg.com/thumb/msid-72438888,width-219,height-317,imgsize-96296/72438888.jpg"
The Body,"13 Dec, 2019",['Hindi'],2 hrs 15 mins, Mystery Thriller,Jeethu Joseph,"['Emraan Hashmi', 'Rishi Kapoor', 'Vedhika']",2.5,2.9,"This story does not bring anything new to the table as far as the thriller genre is concerned. Also, since it is confined within the walls of a mortuary and spans over a period of eight hours, this murder mystery tends to lose its grip over the audience early on. ","https://static.toiimg.com/thumb/msid-64379389,width-219,height-317,imgsize-69218/64379389.jpg"
Mudda 370 J&K,"13 Dec, 2019",['Hindi'],2 hrs 12 mins, Drama Action,Rakesh Sawant,"['Hiten Tejwani', 'Manoj Joshi', 'Raj Zutshi']",1,1.7,"Veteran actors like Raj Zutshi, Zarina Wahab, Pankaj Dheer and Hiten Tejwani try to save this murky rendering with some quality acting, but this period drama is beyond saving.","https://static.toiimg.com/thumb/msid-71576365,width-219,height-317,imgsize-18636/71576365.jpg"
Mardaani 2,"13 Dec, 2019",['Hindi'],2 hrs 2 mins, Action Crime Drama,Gopi Puthran,"['Rani Mukerji', 'Shruti Bapna', 'Rajesh Sharma']",3.5,3.5,It’s the conviction in the performances and a gripping narrative that ensure there’s never a dull moment in Mardaani 2.,"https://static.toiimg.com/thumb/msid-68615243,width-219,height-317,imgsize-68132/68615243.jpg"
Mamangam,"12 Dec, 2019","['Malayalam', 'Telugu', 'Tamil', 'Hindi']",2 hrs 2 mins, Drama History,M. Padmakumar,"['Mammootty', 'Unni Mukundan', 'Prachi Tehlan']",3,3.2,The very first element that ticks the right box in this film are the grand locations. The sets are spread over acres of land and special attention has been paid to the intricacies of the period setting. ,"https://static.toiimg.com/thumb/msid-71255644,width-219,height-317,imgsize-79067/71255644.jpg"
A Gift Of Love: Sifar,"06 Dec, 2019",['Hindi'],1 hr 39 mins, Drama Romance,Dhruv Sachdev,"['Sudha Chandran', 'Kanikka Kapur', 'Mushtaq Khan']",1.5,2.2,,"https://static.toiimg.com/thumb/msid-72294320,width-219,height-317,imgsize-45840/72294320.jpg"
Panipat,"06 Dec, 2019",['Hindi'],2 hrs 53 mins, Drama Action History,Ashutosh Gowariker,"['Sanjay Dutt', 'Kriti Sanon', 'Arjun Kapoor']",3.5,3.3,"‘Panipat’ packs in a layered narrative that delves into the complex politics of the period, the intricate workings of war strategies versus might and the importance of forming alliances. ","https://static.toiimg.com/thumb/msid-63295495,width-219,height-317,imgsize-109134/63295495.jpg"
Pati Patni Aur Woh,"06 Dec, 2019",['Hindi'],2 hrs 2 mins, Comedy Romance,Mudassar Aziz,"['Kartik Aaryan', 'Bhumi Pednekar', 'Ananya Panday']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-68166238,width-219,height-317,imgsize-38604/68166238.jpg"
X Ray: The Inner Image,"29 Nov, 2019","['Hindi', 'English', 'Tamil', 'Telugu', 'Kannada']",1 hr 33 mins, Drama Thriller,Rajiv S Ruia,"['Rahul Sharma', 'Yashika Kapoor', 'Pradeep K SharmaProducer']",2,2.5,"The writers of ‘X Ray: The Inner Image’ – Ram Patil and Rajiv S. Ruia – do manage to concoct a reasonably gripping story that keeps you hooked for a decent amount of time. But the lengthy plotline compels the director to repeat some of the scenes and sequences, making it a tedious watch.","https://static.toiimg.com/thumb/msid-71371168,width-219,height-317,imgsize-72799/71371168.jpg"
Yeh Saali Aashiqui,"29 Nov, 2019",['Hindi'],2 hrs 17 mins,Thriller,Cherag Ruparel,"['Vardhan Puri', 'Shivaleeka Oberoi', 'Jessey Lever']",3.5,3.2,"The story navigates through various alleys, ranging from psychotic breakdowns to long-buried secrets, and even the subsequent vengeful tendencies, thus making it a delightful watch. ","https://static.toiimg.com/thumb/msid-71628302,width-219,height-317,imgsize-37806/71628302.jpg"
Tony,"29 Nov, 2019",['Hindi'],1 hr 55 mins,Drama,Vipul K. Rawal,"['Jinal Belani', 'Manoj Chandila', 'Kabeer Chilwal']",2.5,2.8,"'Tony' as a psychological thriller, has its heart in the right place, but the execution could have been much better. The actors fail to do justice to this otherwise likeable story. ","https://static.toiimg.com/thumb/msid-71690012,width-219,height-317,imgsize-130459/71690012.jpg"
Commando 3,"29 Nov, 2019",['Hindi'],2 hrs 13 mins, Action Thriller,Aditya Datt,"['Vidyut Jammwal', 'Adah Sharma', 'Angira Dhar']",2.5,3,"Patriotic fervour captures almost every key scene in the film, but what manages to hold your interest is the tension and tact Vidyut Jammwal adds to every scene with his power-packed action moves.","https://static.toiimg.com/thumb/msid-68252789,width-219,height-317,imgsize-97355/68252789.jpg"
Dosti Zindabad,"22 Nov, 2019",['Hindi'],2 hrs 10 mins,Drama,Partho Ghosh,"['Dev Sharma', 'Sakshi Maggo', 'Shakti Kapoor']",1,1.8,"Angad (Rahuul Chwudhary), Sunny (Dev Sharma) and Abbas Khan (Ansh) -- mutually decide to part ways and then meet at the same place after a year, and see how their lives turn out during that time. ","https://static.toiimg.com/thumb/msid-72109041,width-219,height-317,imgsize-332394/72109041.jpg"
Pagalpanti,"22 Nov, 2019",['Hindi'],2 hrs 32 mins, Comedy Action,Anees Bazmee,"['John Abraham', 'Ileana D Cruz', 'Urvashi Rautela']",2,2.5,"Director Anees Bazmee, along with his co-writers, throw in everything into the mix. But nothing sticks, thanks to a weak script.","https://static.toiimg.com/thumb/msid-67552975,width-219,height-317,imgsize-170191/67552975.jpg"
Keep Safe Distance,"15 Nov, 2019",['Hindi'],2 hrs 8 mins, Action Thriller,Rama Mehra,"['Shahbaaz Khan', 'Adi Irani', 'Vikas Anand']",1,1.7,"The film packs several genres into one, including action, romance, drama, comedy and a whole lot of nationalistic fervour.","https://static.toiimg.com/thumb/msid-72020093,width-219,height-317,imgsize-71936/72020093.jpg"
Marrne Bhi Do Yaaron,"15 Nov, 2019",['Hindi'],2 hrs 10 mins,Drama,"Kashmira Shah, Actor","['Krushna Abhishek', 'Rishaab Chauhaan', 'Rajesh Puri']",2,2.5,The film’s screenplay is haphazard from the very first frame that goes on to prove that this comedy flick lacks the sharpness of a seasoned storyteller. ,"https://static.toiimg.com/thumb/msid-70341381,width-219,height-317,imgsize-73470/70341381.jpg"
Motichoor Chaknachoor,"15 Nov, 2019",['Hindi'],2 hrs 15 mins, Comedy Romance,Debamitra Biswal,"['Nawazuddin Siddiqui', 'athiya shetty', 'Vibha Chibber']",2.5,2.5,,"https://static.toiimg.com/thumb/msid-66362343,width-219,height-317,imgsize-91516/66362343.jpg"
Marjaavaan,"15 Nov, 2019",['Hindi'],2 hrs 17 mins, Action Drama,Milap Milan Zaveri,"['Riteish Deshmukh', 'Sidharth Malhotra', 'Tara Sutaria']",2.5,2.8,"Marjaavaan attempts to check all the boxes for an emotional action rollercoaster, but its dated execution doesn’t quite make the kill.","https://static.toiimg.com/thumb/msid-66442333,width-219,height-317,imgsize-87582/66442333.jpg"
Bagpat Ka Dulha,"15 Nov, 2019",['Hindi'],2 hrs 17 mins, Comedy Romance,Karan Kashyap,"['Jae Singh', 'Ruchi Singh', 'Raza Murad']",1,1.8,"Right from direction and acting to screenplay and cinematography, nothing seems to be working in favour of this romantic comedy.","https://static.toiimg.com/thumb/msid-72048941,width-219,height-317,imgsize-98122/72048941.jpg"
Bala,"08 Nov, 2019",['Hindi'],2 hrs 9 mins, Drama Comedy,Amar Kaushik,"['Ayushmann Khurrana', 'Bhumi Pednekar', 'Yami Gautam']",4,4.1,,"https://static.toiimg.com/thumb/msid-66998388,width-219,height-317,imgsize-151874/66998388.jpg"
Satellite Shankar,"08 Nov, 2019",['Hindi'],2 hrs 2 mins, Action Drama,Irfan Kamal,"['Sooraj Pancholi', 'Palomi Ghosh', 'Megha Akash']",2,2.5,"'Satellite Shankar' attempts to tell the story of the sacrifices soldiers make while they fight for their countrymen, but resorts to every cliche and generalisation possible with a very weak narrative.","https://static.toiimg.com/thumb/msid-66475808,width-219,height-317,imgsize-162929/66475808.jpg"
Bypass Road,"08 Nov, 2019",['Hindi'],1 hr 58 mins,Thriller,Naman Nitin Mukesh,"['Neil Nitin Mukesh', 'Adah Sharma', 'Sudhanshu Pandey']",2,2.6,,"https://static.toiimg.com/thumb/msid-65804605,width-219,height-317,imgsize-28697/65804605.jpg"
Ujda Chaman,"01 Nov, 2019",['Hindi'],2 hrs 0 mins, Drama Comedy,Abhishek Pathak,"['Sunny Singh', 'Maanvi Gagroo', 'Karishma Sharma']",2.5,3,,"https://static.toiimg.com/thumb/msid-71394375,width-219,height-317,imgsize-103891/71394375.jpg"
Housefull 4,"25 Oct, 2019",['Hindi'],2 hrs 26 mins, Comedy Drama,Farhad Samji,"['Akshay Kumar', 'Riteish Deshmukh', 'Boman Irani']",2.5,2.5,"It's fourth edition the Housefull franchise ensures that it takes its brand of over the top, mindless humour forward. Actually, it's more like the reverse since it rewinds back six hundred years to the 15th century. ","https://static.toiimg.com/thumb/msid-62400800,width-219,height-317,imgsize-164273/62400800.jpg"
Made In China,"25 Oct, 2019",['Hindi'],2 hrs 10 mins, Comedy Drama,Mikhil Musale,"['Rajkummar Rao', 'Mouni Roy', 'Boman Irani']",3,3.3,"At the heart of it, Made in China carries the message of normalizing conversations around sex and exposing the taboo and hypocrisy surrounding it.","https://static.toiimg.com/thumb/msid-64597613,width-219,height-317,imgsize-48490/64597613.jpg"
Saand Ki Aankh,"25 Oct, 2019",['Hindi'],2 hrs 10 mins, Biography Drama,Tushar Hiranandani,"['Taapsee Pannu', 'Bhumi Pednekar', 'Prakash Jha']",3.5,3.4,Bhumi and Taapsee are in great form as grandmothers. They carry the film on their shoulders effortlessly and indomitable spirit shines through even when the going gets tough. ,"https://static.toiimg.com/thumb/msid-67914876,width-219,height-317,imgsize-48367/67914876.jpg"
Love Shots,"18 Oct, 2019",['Hindi'],1 hr 44 mins, Drama Romance,Prithviraj Oberoi,"['Sulakshana Rai', 'Anvita Rai', 'Ravnit Singh']",1,1.7,,"https://static.toiimg.com/thumb/msid-71610641,width-219,height-317,imgsize-26983/71610641.jpg"
Officer Arjun Singh IPS,"18 Oct, 2019",['Hindi'],2 hrs 0 mins,Drama,Arshad Siddiqui,"['Priyanshu Chatterjee', 'Raai Laxmi', 'Vijay Raaz']",1.5,2.3,"Despite a rather impactful storyline, the performances fall flat due to the weak dialogues and dated special effects. Even strong antagonists like Vijay Raaz and Govind Namdeo could not save the scenes.","https://static.toiimg.com/thumb/msid-71257860,width-219,height-317,imgsize-104265/71257860.jpg"
Junction Varanasi,"18 Oct, 2019",['Hindi'],2 hrs 10 mins,Drama,Dheeraj Pandit,"['Dev Sharma', 'Govind Namdeo', 'Zarina Wahab']",2,2.5,"It's a story of unbreakable bond between two brothers Amar and Prem – who are inseparable and can go to any extent for one another. Overall, it is a classic case of old wine served in a new bottle. ","https://static.toiimg.com/thumb/msid-71581339,width-219,height-317,imgsize-97616/71581339.jpg"
Ghost,"18 Oct, 2019",['Hindi'],2 hrs 10 mins, Horror Thriller,"Vikram Bhatt, Producer","['Sanaya Irani', 'Shivam Bhaargava', 'Vashu BhagnaniProducer']",2,2.6,"Ghost has nothing new to offer –in terms of storytelling, evoking fear or even making a feeble attempt in setting the bar high for Bollywood’s under-explored genre of horror.","https://static.toiimg.com/thumb/msid-71180029,width-219,height-317,imgsize-87740/71180029.jpg"
Life Mein Time Nahi Hai Kisi Ko,"18 Oct, 2019",['Hindi'],1 hr 59 mins, Drama Comedy,Manoj Sharma,"['Rajneesh Duggal', 'Krishna Abhishek', 'Yuvika Chaudhary']",1.5,2.2,"The filmmaker totally depends on actor Krishna Abhishek’s comic talent, but the problem is, the writing fails and the jokes fall flat.","https://static.toiimg.com/thumb/msid-71593951,width-219,height-317,imgsize-96729/71593951.jpg"
Kirket,"18 Oct, 2019",['Hindi'],2 hrs 10 mins,Drama,Yogendra Singh,"['Kirti _Azad', 'Vishal Tiwari', 'Sachin Chhabra']",2,2.5,It’s a pity that the execution is flawed considering a film on cricket has a lot of potential to do well in Bollywood. ,"https://static.toiimg.com/thumb/msid-70972062,width-219,height-317,imgsize-101826/70972062.jpg"
